country-year,country,year,suicides_no,population,suicides/100k pop,year_gdp,gdp_per_capita
El Salvador2011,El Salvador,2011,485,5585785,115.46000000000001,20300000000.0,3631.0
El Salvador2012,El Salvador,2012,512,5618823,123.14,21400000000.0,3806.0
El Salvador2013,El Salvador,2013,484,5657250,116.05999999999999,22000000000.0,3885.0
El Salvador2014,El Salvador,2014,386,5696329,101.84,22600000000.0,3965.0
Estonia1995,Estonia,1995,594,1356651,543.1899999999998,4370000000.0,3224.0
Estonia1996,Estonia,1996,545,1342202,528.72,4750000000.0,3536.0
Estonia1997,Estonia,1997,522,1331234,502.06,5070000000.0,3806.0
Estonia1998,Estonia,1998,477,1321719,427.5199999999999,5620000000.0,4250.0
Estonia1999,Estonia,1999,468,1313198,486.46999999999997,5730000000.0,4361.0
Estonia2000,Estonia,2000,377,1334175,364.64,5690000000.0,4262.0
Estonia2001,Estonia,2001,401,1325610,371.68000000000006,6250000000.0,4711.0
Estonia2002,Estonia,2002,371,1316690,358.29999999999995,7320000000.0,5561.0
Estonia2003,Estonia,2003,342,1307160,338.24000000000007,9830000000.0,7523.0
Estonia2004,Estonia,2004,323,1297650,299.4599999999999,12100000000.0,9293.0
Estonia2005,Estonia,2005,273,1288495,256.43,14000000000.0,10870.0
Estonia2006,Estonia,2006,247,1278915,242.63,17000000000.0,13264.0
Estonia2007,Estonia,2007,251,1270415,265.05,22200000000.0,17504.0
Estonia2008,Estonia,2008,242,1264005,244.57000000000002,24200000000.0,19141.0
Estonia2009,Estonia,2009,269,1259010,248.66999999999996,19700000000.0,15609.0
Estonia2010,Estonia,2010,223,1254225,229.07000000000005,19500000000.0,15540.0
Estonia2011,Estonia,2011,218,1249427,229.26,23200000000.0,18545.0
Estonia2012,Estonia,2012,237,1251631,241.61000000000004,23000000000.0,18411.0
Estonia2013,Estonia,2013,218,1243096,231.92000000000002,25100000000.0,20221.0
Estonia2014,Estonia,2014,241,1241852,258.90999999999997,26200000000.0,21117.0
Estonia2015,Estonia,2015,195,1243450,205.37999999999997,22600000000.0,18149.0
Fiji2001,Fiji,2001,36,719459,54.95,1660000000.0,2307.0
Fiji2002,Fiji,2002,42,723187,110.53999999999999,1840000000.0,2548.0
Fiji2003,Fiji,2003,10,725591,16.12,2320000000.0,3192.0
Fiji2004,Fiji,2004,24,728408,90.49000000000001,2730000000.0,3744.0
Fiji2005,Fiji,2005,22,732607,52.83,3010000000.0,4104.0
Fiji2006,Fiji,2006,24,737759,30.769999999999996,3100000000.0,4206.0
Fiji2007,Fiji,2007,13,745055,20.46,3410000000.0,4570.0
Fiji2008,Fiji,2008,37,753658,47.480000000000004,3520000000.0,4675.0
Fiji2009,Fiji,2009,26,762403,51.67,2870000000.0,3765.0
Fiji2011,Fiji,2011,38,776325,106.97,3770000000.0,4862.0
Fiji2012,Fiji,2012,32,782939,91.58,3970000000.0,5073.0
Finland1987,Finland,1987,1363,4614100,347.35,91600000000.0,19861.0
Finland1988,Finland,1988,1402,4633600,354.03999999999996,109000000000.0,23500.0
Finland1989,Finland,1989,1413,4654300,373.36000000000007,119000000000.0,25600.0
Finland1990,Finland,1990,1512,4675100,396.22,142000000000.0,30300.0
Finland1991,Finland,1991,1493,4698500,377.5799999999999,128000000000.0,27200.0
Finland1992,Finland,1992,1451,4720900,349.87,113000000000.0,23900.0
Finland1993,Finland,1993,1397,4741000,333.0,89300000000.0,18826.0
Finland1994,Finland,1994,1387,4761600,330.24,103000000000.0,21700.0
Finland1995,Finland,1995,1388,4781300,324.96000000000004,134000000000.0,28100.0
Finland1996,Finland,1996,1247,4802200,289.65,132000000000.0,27500.0
Finland1997,Finland,1997,1322,4823200,310.35,127000000000.0,26300.0
Finland1998,Finland,1998,1228,4844673,301.43,134000000000.0,27600.0
Finland1999,Finland,1999,1207,4864255,283.10999999999996,135000000000.0,27800.0
Finland2000,Finland,2000,1165,4881820,265.6499999999999,126000000000.0,25700.0
Finland2001,Finland,2001,1204,4898983,267.19000000000005,129000000000.0,26400.0
Finland2002,Finland,2002,1095,4915614,255.52000000000004,140000000000.0,28400.0
Finland2003,Finland,2003,1075,4929856,243.45000000000002,171000000000.0,34700.0
Finland2004,Finland,2004,1064,4944765,243.95,197000000000.0,39800.0
Finland2005,Finland,2005,994,4961784,230.51999999999998,204000000000.0,41200.0
Finland2006,Finland,2006,1062,4979740,233.79999999999998,217000000000.0,43500.0
Finland2007,Finland,2007,995,4998853,223.08000000000004,255000000000.0,51100.0
Finland2008,Finland,2008,1033,5020096,220.29,284000000000.0,56500.0
Finland2009,Finland,2009,1034,5042316,228.48999999999998,251000000000.0,49900.0
Finland2010,Finland,2010,954,5063494,215.21,248000000000.0,48900.0
Finland2011,Finland,2011,912,5085985,203.60999999999999,274000000000.0,53800.0
Finland2012,Finland,2012,873,5110450,187.01,257000000000.0,50200.0
Finland2013,Finland,2013,887,5135433,196.82999999999998,270000000000.0,52600.0
Finland2014,Finland,2014,789,5159944,177.16000000000005,273000000000.0,52800.0
Finland2015,Finland,2015,731,5181797,161.18999999999997,232000000000.0,44900.0
France1985,France,1985,12501,51382600,348.90000000000003,553000000000.0,10800.0
France1986,France,1986,12529,51637600,351.77000000000004,771000000000.0,14900.0
France1987,France,1987,12161,51900800,331.03000000000003,934000000000.0,18000.0
France1988,France,1988,11599,52157600,312.7200000000001,1020000000000.0,19500.0
France1989,France,1989,11715,52417900,312.53000000000003,1030000000000.0,19600.0
France1990,France,1990,11403,52952900,302.7300000000001,1270000000000.0,24000.0
France1991,France,1991,11502,53282900,298.1,1270000000000.0,23800.0
France1992,France,1992,11644,53622300,301.47,1400000000000.0,26100.0
France1993,France,1993,12251,53945400,312.69,1320000000000.0,24500.0
France1994,France,1994,12041,54247100,299.94999999999993,1390000000000.0,25700.0
France1995,France,1995,11819,54528500,292.61999999999995,1600000000000.0,29400.0
France1996,France,1996,11279,54791600,271.21999999999997,1610000000000.0,29300.0
France1997,France,1997,11139,55045500,266.33,1450000000000.0,26400.0
France1998,France,1998,10534,55280700,253.65000000000003,1500000000000.0,27200.0
France1999,France,1999,10268,55043393,245.83000000000004,1490000000000.0,27100.0
France2000,France,2000,10849,55267624,257.23,1360000000000.0,24600.0
France2001,France,2001,10449,55511272,239.94,1380000000000.0,24800.0
France2002,France,2002,10643,55935517,238.63999999999996,1490000000000.0,26700.0
France2003,France,2003,10871,56360402,241.30999999999997,1840000000000.0,32700.0
France2004,France,2004,10804,56813922,232.50999999999996,2120000000000.0,37200.0
France2005,France,2005,10713,57160687,232.09,2200000000000.0,38400.0
France2006,France,2006,10423,57824447,220.62999999999997,2320000000000.0,40100.0
France2007,France,2007,10127,58167011,213.69,2660000000000.0,45700.0
France2008,France,2008,10353,58482967,216.20999999999998,2920000000000.0,49900.0
France2009,France,2009,10499,58770727,216.24,2690000000000.0,45800.0
France2010,France,2010,10379,59056283,211.17,2640000000000.0,44700.0
France2011,France,2011,10408,59344643,211.18000000000004,2860000000000.0,48200.0
France2012,France,2012,9743,59638457,198.97999999999996,2680000000000.0,45000.0
France2013,France,2013,9600,59910069,192.33,2810000000000.0,46900.0
France2014,France,2014,8881,60275954,179.56,2850000000000.0,47300.0
Georgia1990,Georgia,1990,196,4986400,64.42999999999999,7750000000.0,1555.0
Georgia1991,Georgia,1991,174,5018550,53.05,6360000000.0,1267.0
Georgia1992,Georgia,1992,204,4988700,60.47999999999999,3690000000.0,740.0
Georgia1994,Georgia,1994,123,4518900,37.300000000000004,2510000000.0,556.0
Georgia1995,Georgia,1995,138,4410850,40.739999999999995,2690000000.0,611.0
Georgia1996,Georgia,1996,162,4310350,59.7,3090000000.0,718.0
Georgia1997,Georgia,1997,176,4240600,60.650000000000006,3510000000.0,828.0
Georgia1998,Georgia,1998,148,4209250,49.3,3610000000.0,858.0
Georgia1999,Georgia,1999,189,4187750,68.57999999999998,2800000000.0,669.0
Georgia2000,Georgia,2000,130,4165600,46.64000000000001,3060000000.0,734.0
Georgia2001,Georgia,2001,100,4140950,35.19,3220000000.0,777.0
Georgia2004,Georgia,2004,175,4089850,66.54,5130000000.0,1253.0
Georgia2005,Georgia,2005,87,4132000,28.359999999999996,6410000000.0,1552.0
Georgia2006,Georgia,2006,72,4166500,23.509999999999998,7750000000.0,1859.0
Georgia2007,Georgia,2007,104,4154900,36.59000000000001,10200000000.0,2448.0
Georgia2009,Georgia,2009,188,4158750,65.05999999999999,10800000000.0,2589.0
Georgia2010,Georgia,2010,112,4193800,34.33,11600000000.0,2775.0
Georgia2011,Georgia,2011,99,4202600,36.309999999999995,14400000000.0,3435.0
Georgia2012,Georgia,2012,104,4200900,34.88,15800000000.0,3772.0
Georgia2013,Georgia,2013,157,4192600,55.57,16100000000.0,3850.0
Georgia2014,Georgia,2014,194,3470600,74.48999999999998,16500000000.0,4757.0
Georgia2015,Georgia,2015,192,3458400,84.68,14000000000.0,4046.0
Germany1990,Germany,1990,13924,74958800,259.45,1760000000000.0,23500.0
Germany1991,Germany,1991,14010,75495900,258.11,1860000000000.0,24700.0
Germany1992,Germany,1992,13458,76131700,250.04000000000002,2120000000000.0,27900.0
Germany1993,Germany,1993,12690,76793400,235.50000000000003,2070000000000.0,26900.0
Germany1994,Germany,1994,12718,77163400,230.79,2210000000000.0,28600.0
Germany1995,Germany,1995,12888,77547500,233.57999999999998,2590000000000.0,33400.0
Germany1996,Germany,1996,12225,77882500,216.42000000000002,2500000000000.0,32100.0
Germany1997,Germany,1997,12256,78067900,210.95999999999998,2220000000000.0,28400.0
Germany1998,Germany,1998,11654,78071100,200.51000000000002,2240000000000.0,28700.0
Germany1999,Germany,1999,11160,78141200,189.24000000000004,2200000000000.0,28200.0
Germany2000,Germany,2000,11073,78242066,185.55000000000004,1950000000000.0,24900.0
Germany2001,Germany,2001,11167,78421514,185.77999999999997,1950000000000.0,24900.0
Germany2002,Germany,2002,11176,78633771,183.96000000000004,2080000000000.0,26400.0
Germany2003,Germany,2003,11155,78756461,181.23999999999998,2510000000000.0,31800.0
Germany2004,Germany,2004,10741,78811814,172.23,2820000000000.0,35800.0
Germany2005,Germany,2005,10270,78851254,161.48999999999998,2860000000000.0,36300.0
Germany2006,Germany,2006,9775,78828994,152.52,3000000000000.0,38100.0
Germany2007,Germany,2007,9409,78776585,146.52,3440000000000.0,43700.0
Germany2008,Germany,2008,9459,78662789,145.52000000000004,3750000000000.0,47700.0
Germany2009,Germany,2009,9579,78448602,145.52000000000004,3420000000000.0,43600.0
Germany2010,Germany,2010,10030,78349067,152.17000000000002,3420000000000.0,43600.0
Germany2011,Germany,2011,10153,78371140,152.82,3760000000000.0,47900.0
Germany2012,Germany,2012,9896,78508115,148.30999999999997,3540000000000.0,45100.0
Germany2013,Germany,2013,10091,77270988,153.08,3750000000000.0,48600.0
Germany2014,Germany,2014,10217,77552369,153.03999999999996,3890000000000.0,50200.0
Germany2015,Germany,2015,10088,78136683,150.34,3380000000000.0,43200.0
Greece1985,Greece,1985,405,9275400,58.169999999999995,47800000000.0,5156.0
Greece1986,Greece,1986,393,9334000,61.209999999999994,56400000000.0,6040.0
Greece1987,Greece,1987,410,9387400,63.059999999999995,65700000000.0,6994.0
Greece1988,Greece,1988,403,9450000,60.12,76300000000.0,8070.0
Greece1989,Greece,1989,383,9527500,54.53,79200000000.0,8310.0
Greece1990,Greece,1990,349,9617000,51.489999999999995,97900000000.0,10179.0
Greece1991,Greece,1991,381,9721144,54.569999999999986,105000000000.0,10800.0
Greece1992,Greece,1992,351,9834155,48.93000000000001,116000000000.0,11800.0
Greece1993,Greece,1993,412,9930405,53.1,109000000000.0,11000.0
Greece1994,Greece,1994,355,10018932,46.84,117000000000.0,11600.0
Greece1995,Greece,1995,370,10101632,49.68,137000000000.0,13600.0
Greece1996,Greece,1996,356,10178479,45.13000000000001,146000000000.0,14300.0
Greece1997,Greece,1997,374,10248806,47.66,143000000000.0,14000.0
Greece1998,Greece,1998,403,10310630,48.269999999999996,144000000000.0,14000.0
Greece1999,Greece,1999,381,10362363,45.739999999999995,143000000000.0,13800.0
Greece2000,Greece,2000,382,10403059,44.86,130000000000.0,12500.0
Greece2001,Greece,2001,334,10441529,38.81000000000001,136000000000.0,13000.0
Greece2002,Greece,2002,323,10482045,38.35,154000000000.0,14700.0
Greece2003,Greece,2003,375,10515665,40.67,202000000000.0,19200.0
Greece2004,Greece,2004,353,10547290,40.92,241000000000.0,22800.0
Greece2005,Greece,2005,400,10582816,46.53,248000000000.0,23400.0
Greece2006,Greece,2006,394,10618891,45.410000000000004,273000000000.0,25700.0
Greece2007,Greece,2007,328,10653591,33.91,318000000000.0,29900.0
Greece2008,Greece,2008,373,10686723,40.300000000000004,354000000000.0,33200.0
Greece2009,Greece,2009,391,10719618,40.970000000000006,330000000000.0,30800.0
Greece2010,Greece,2010,377,10735384,39.90000000000001,299000000000.0,27900.0
Greece2011,Greece,2011,477,10728724,48.67999999999999,288000000000.0,26800.0
Greece2012,Greece,2012,508,10539802,53.31999999999999,246000000000.0,23300.0
Greece2013,Greece,2013,533,10431289,55.11,240000000000.0,23000.0
Greece2014,Greece,2014,565,10380547,59.820000000000014,237000000000.0,22800.0
Greece2015,Greece,2015,529,10331286,56.059999999999995,196000000000.0,18900.0
Grenada1985,Grenada,1985,1,85375,25.08,168000000.0,1965.0
Grenada1988,Grenada,1988,4,87300,46.800000000000004,236000000.0,2707.0
Grenada1989,Grenada,1989,4,81805,65.09,267000000.0,3268.0
Grenada1990,Grenada,1990,2,82000,24.75,278000000.0,3391.0
Grenada1991,Grenada,1991,0,82400,0.0,301000000.0,3650.0
Grenada1992,Grenada,1992,0,83528,0.0,310000000.0,3713.0
Grenada1993,Grenada,1993,3,85304,34.21,310000000.0,3632.0
Grenada1994,Grenada,1994,4,87036,60.82,325000000.0,3735.0
Grenada1995,Grenada,1995,1,88433,51.95,342000000.0,3869.0
Grenada1996,Grenada,1996,1,89772,11.96,367000000.0,4087.0
Grenada2001,Grenada,2001,0,91415,0.0,520000000.0,5693.0
Grenada2002,Grenada,2002,0,91908,0.0,540000000.0,5879.0
Grenada2003,Grenada,2003,4,92567,69.18,591000000.0,6385.0
Grenada2004,Grenada,2004,1,93202,13.37,599000000.0,6428.0
Grenada2005,Grenada,2005,6,93685,160.82000000000002,695000000.0,7422.0
Grenada2006,Grenada,2006,1,94126,9.89,699000000.0,7423.0
Grenada2007,Grenada,2007,3,94418,48.339999999999996,759000000.0,8035.0
Grenada2008,Grenada,2008,0,94585,0.0,826000000.0,8733.0
Grenada2009,Grenada,2009,0,94746,0.0,771000000.0,8140.0
Grenada2010,Grenada,2010,0,94980,0.0,771000000.0,8118.0
Grenada2011,Grenada,2011,1,95102,20.73,779000000.0,8188.0
Grenada2012,Grenada,2012,2,95426,18.009999999999998,800000000.0,8382.0
Grenada2013,Grenada,2013,0,95876,0.0,843000000.0,8789.0
Grenada2014,Grenada,2014,0,96393,0.0,911000000.0,9456.0
Grenada2015,Grenada,2015,0,96892,0.0,997000000.0,10290.0
Grenada2016,Grenada,2016,0,79012,0.0,1060000000.0,10838.0
Guatemala1986,Guatemala,1986,203,6924188,42.83999999999999,7230000000.0,1044.0
Guatemala1987,Guatemala,1987,241,7108740,57.919999999999995,7080000000.0,997.0
Guatemala1988,Guatemala,1988,174,7300076,47.239999999999995,7840000000.0,1074.0
Guatemala1989,Guatemala,1989,152,7493108,35.230000000000004,8410000000.0,1122.0
Guatemala1990,Guatemala,1990,158,7683992,34.07000000000001,7650000000.0,996.0
Guatemala1991,Guatemala,1991,156,7880665,33.519999999999996,9410000000.0,1194.0
Guatemala1992,Guatemala,1992,173,8069672,38.25,10400000000.0,1294.0
Guatemala1993,Guatemala,1993,165,8254958,31.17,11400000000.0,1381.0
Guatemala1994,Guatemala,1994,142,8443914,25.9,13000000000.0,1538.0
Guatemala1995,Guatemala,1995,211,8641512,34.13,14700000000.0,1696.0
Guatemala1996,Guatemala,1996,157,8832326,30.049999999999997,15700000000.0,1775.0
Guatemala1997,Guatemala,1997,179,9044205,26.51,17800000000.0,1967.0
Guatemala1998,Guatemala,1998,201,9273529,37.059999999999995,19400000000.0,2091.0
Guatemala1999,Guatemala,1999,234,9512666,36.5,18300000000.0,1926.0
Guatemala2000,Guatemala,2000,182,9755585,27.419999999999995,19300000000.0,1977.0
Guatemala2001,Guatemala,2001,202,10015097,30.590000000000003,18700000000.0,1867.0
Guatemala2002,Guatemala,2002,258,10277166,40.529999999999994,20800000000.0,2022.0
Guatemala2003,Guatemala,2003,253,10542980,37.34000000000001,21900000000.0,2079.0
Guatemala2004,Guatemala,2004,250,10817808,29.929999999999996,24000000000.0,2215.0
Guatemala2005,Guatemala,2005,238,11104906,32.61,27200000000.0,2450.0
Guatemala2006,Guatemala,2006,298,11397134,41.95,30200000000.0,2653.0
Guatemala2007,Guatemala,2007,327,11708397,40.269999999999996,34100000000.0,2914.0
Guatemala2008,Guatemala,2008,492,12032885,54.760000000000005,39100000000.0,3252.0
Guatemala2009,Guatemala,2009,511,12359945,57.57,37700000000.0,3053.0
Guatemala2010,Guatemala,2010,352,12682151,35.43,41300000000.0,3260.0
Guatemala2011,Guatemala,2011,359,13017342,34.69,47700000000.0,3661.0
Guatemala2012,Guatemala,2012,420,13335425,41.800000000000004,50400000000.0,3779.0
Guatemala2013,Guatemala,2013,455,13641878,40.690000000000005,53900000000.0,3947.0
Guatemala2014,Guatemala,2014,512,13947190,45.88,58700000000.0,4210.0
Guatemala2015,Guatemala,2015,494,14258397,44.85,63800000000.0,4472.0
Guyana1988,Guyana,1988,56,654894,91.92000000000002,414000000.0,632.0
Guyana1989,Guyana,1989,94,654104,184.88000000000002,380000000.0,581.0
Guyana1990,Guyana,1990,89,653426,177.06000000000003,397000000.0,607.0
Guyana1991,Guyana,1991,105,654620,232.84,337000000.0,514.0
Guyana1992,Guyana,1992,78,656713,182.15,368000000.0,561.0
Guyana1993,Guyana,1993,72,658831,116.81,442000000.0,671.0
Guyana1994,Guyana,1994,86,660582,162.20000000000002,541000000.0,819.0
Guyana1995,Guyana,1995,99,661682,208.72000000000003,622000000.0,939.0
Guyana1996,Guyana,1996,60,659048,128.31,705000000.0,1070.0
Guyana1997,Guyana,1997,40,657584,82.65000000000002,749000000.0,1139.0
Guyana1998,Guyana,1998,35,657089,64.86,718000000.0,1092.0
Guyana1999,Guyana,1999,163,657094,313.62,695000000.0,1057.0
Guyana2001,Guyana,2001,197,660426,380.76,696000000.0,1054.0
Guyana2002,Guyana,2002,176,662839,311.93,722000000.0,1090.0
Guyana2003,Guyana,2003,198,664705,382.53999999999996,742000000.0,1116.0
Guyana2004,Guyana,2004,186,666308,400.0,786000000.0,1180.0
Guyana2005,Guyana,2005,169,667709,333.9600000000001,825000000.0,1235.0
Guyana2006,Guyana,2006,201,668408,394.60000000000014,1460000000.0,2182.0
Guyana2007,Guyana,2007,185,668788,373.74999999999994,1740000000.0,2602.0
Guyana2008,Guyana,2008,168,669253,353.61999999999995,1920000000.0,2873.0
Guyana2009,Guyana,2009,156,670155,301.78000000000003,2060000000.0,3076.0
Guyana2010,Guyana,2010,205,671825,403.06999999999994,2270000000.0,3384.0
Guyana2011,Guyana,2011,192,675283,349.5299999999999,2580000000.0,3815.0
Guyana2012,Guyana,2012,206,679356,367.97999999999996,2860000000.0,4212.0
Guyana2013,Guyana,2013,210,683867,356.38000000000005,2990000000.0,4372.0
Hungary1991,Hungary,1991,3993,9757766,575.0000000000001,34700000000.0,3561.0
Hungary1992,Hungary,1992,4000,9754956,570.26,38700000000.0,3970.0
Hungary1993,Hungary,1993,3694,9747902,539.2799999999999,40100000000.0,4116.0
Hungary1994,Hungary,1994,3625,9740817,535.81,43200000000.0,4431.0
Hungary1995,Hungary,1995,3366,9737248,493.4200000000001,46400000000.0,4767.0
Hungary1996,Hungary,1996,3436,9737250,482.74,46700000000.0,4792.0
Hungary1997,Hungary,1997,3208,9737781,470.44000000000005,47300000000.0,4856.0
Hungary1998,Hungary,1998,3245,9734373,436.78,48800000000.0,5010.0
Hungary1999,Hungary,1999,3326,9553064,483.88,49200000000.0,5147.0
Hungary2000,Hungary,2000,3269,9527034,464.56,47300000000.0,4966.0
Hungary2001,Hungary,2001,2978,9704598,408.9800000000001,53800000000.0,5546.0
Hungary2002,Hungary,2002,2839,9680164,382.74999999999994,67700000000.0,6995.0
Hungary2003,Hungary,2003,2800,9652533,372.0399999999999,85300000000.0,8840.0
Hungary2004,Hungary,2004,2742,9630044,369.46999999999997,104000000000.0,10800.0
Hungary2005,Hungary,2005,2619,9608943,352.00999999999993,113000000000.0,11800.0
Hungary2006,Hungary,2006,2461,9591110,312.66,115000000000.0,12000.0
Hungary2007,Hungary,2007,2450,9572938,327.32000000000005,140000000000.0,14600.0
Hungary2008,Hungary,2008,2476,9552784,331.67999999999995,158000000000.0,16500.0
Hungary2009,Hungary,2009,2460,9534237,310.71999999999997,131000000000.0,13700.0
Hungary2010,Hungary,2010,2489,9514005,321.30999999999995,131000000000.0,13800.0
Hungary2011,Hungary,2011,2420,9495011,299.85,141000000000.0,14800.0
Hungary2012,Hungary,2012,2349,9453181,305.96,128000000000.0,13500.0
Hungary2013,Hungary,2013,2092,9433840,266.22999999999996,135000000000.0,14300.0
Hungary2014,Hungary,2014,1925,9412788,244.30999999999997,140000000000.0,14900.0
Hungary2015,Hungary,2015,1868,9389519,257.2699999999999,123000000000.0,13100.0
Hungary2016,Hungary,2016,1761,8390370,241.34,126000000000.0,13400.0
Iceland1985,Iceland,1985,32,220100,171.04999999999998,2940000000.0,13357.0
Iceland1986,Iceland,1986,37,222300,215.09999999999997,3930000000.0,17681.0
Iceland1987,Iceland,1987,36,225600,209.94,5440000000.0,24107.0
Iceland1988,Iceland,1988,35,229200,167.98000000000002,6020000000.0,26249.0
Iceland1989,Iceland,1989,22,232000,110.12,5590000000.0,24089.0
Iceland1990,Iceland,1990,40,233300,180.31000000000003,6370000000.0,27316.0
Iceland1991,Iceland,1991,37,235900,199.72999999999996,6810000000.0,28857.0
Iceland1992,Iceland,1992,28,238000,122.89000000000001,6980000000.0,29311.0
Iceland1993,Iceland,1993,26,240500,109.02,6130000000.0,25474.0
Iceland1994,Iceland,1994,25,242700,125.43999999999998,6290000000.0,25937.0
Iceland1995,Iceland,1995,27,244700,129.66,7020000000.0,28680.0
Iceland1996,Iceland,1996,33,246500,177.35000000000002,7330000000.0,29740.0
Iceland1997,Iceland,1997,33,248929,164.02000000000004,7550000000.0,30326.0
Iceland1998,Iceland,1998,30,252253,141.08999999999997,8450000000.0,33513.0
Iceland1999,Iceland,1999,31,255820,128.92,8920000000.0,34858.0
Iceland2000,Iceland,2000,50,259723,207.99,8930000000.0,34372.0
Iceland2001,Iceland,2001,36,263738,163.06,8140000000.0,30850.0
Iceland2002,Iceland,2002,30,266455,131.24,9210000000.0,34556.0
Iceland2003,Iceland,2003,26,268330,100.97000000000001,11300000000.0,42174.0
Iceland2004,Iceland,2004,35,271588,168.81000000000003,13700000000.0,50528.0
Iceland2005,Iceland,2005,33,274929,115.0,16700000000.0,60712.0
Iceland2006,Iceland,2006,32,282999,106.39000000000001,17000000000.0,60243.0
Iceland2007,Iceland,2007,37,289712,163.29000000000002,21300000000.0,73590.0
Iceland2008,Iceland,2008,38,296836,136.09,17700000000.0,59489.0
Iceland2009,Iceland,2009,36,296204,123.73000000000002,12900000000.0,43700.0
Iceland2010,Iceland,2010,46,294620,184.27,13300000000.0,45179.0
Iceland2011,Iceland,2011,27,295475,92.94999999999999,14700000000.0,49861.0
Iceland2012,Iceland,2012,37,297238,145.41000000000003,14300000000.0,48083.0
Iceland2013,Iceland,2013,49,300456,221.24,15500000000.0,51749.0
Iceland2014,Iceland,2014,44,304472,197.95999999999998,17300000000.0,56833.0
Iceland2015,Iceland,2015,40,308554,140.65,16900000000.0,54909.0
Iceland2016,Iceland,2016,40,268773,138.07,20300000000.0,64708.0
Ireland1985,Ireland,1985,276,3208200,102.15999999999998,21300000000.0,6638.0
Ireland1986,Ireland,1986,282,3216700,104.88000000000002,28700000000.0,8937.0
Ireland1987,Ireland,1987,245,3229700,95.42000000000002,34000000000.0,10515.0
Ireland1988,Ireland,1988,266,3233500,113.24,37800000000.0,11696.0
Ireland1989,Ireland,1989,278,3223200,110.55999999999999,39300000000.0,12188.0
Ireland1990,Ireland,1990,334,3224000,125.68000000000002,49400000000.0,15312.0
Ireland1991,Ireland,1991,345,3252100,126.52999999999999,49800000000.0,15328.0
Ireland1992,Ireland,1992,362,3283400,137.87,56000000000.0,17051.0
Ireland1993,Ireland,1993,326,3306500,117.15,52500000000.0,15872.0
Ireland1994,Ireland,1994,394,3326000,142.82,57200000000.0,17188.0
Ireland1995,Ireland,1995,403,3345900,143.84,69200000000.0,20689.0
Ireland1996,Ireland,1996,408,3375800,145.54,75900000000.0,22478.0
Ireland1997,Ireland,1997,466,3414285,156.15,82800000000.0,24259.0
Ireland1998,Ireland,1998,498,3449415,162.17000000000002,90100000000.0,26115.0
Ireland1999,Ireland,1999,424,3481871,141.22000000000003,98700000000.0,28344.0
Ireland2000,Ireland,2000,463,3523376,142.36,99900000000.0,28340.0
Ireland2001,Ireland,2001,488,3573974,148.97,109000000000.0,30500.0
Ireland2002,Ireland,2002,449,3639573,135.82,128000000000.0,35200.0
Ireland2003,Ireland,2003,454,3694079,134.76999999999998,164000000000.0,44500.0
Ireland2004,Ireland,2004,464,3752679,129.42,194000000000.0,51700.0
Ireland2005,Ireland,2005,451,3833357,121.10999999999999,212000000000.0,55200.0
Ireland2006,Ireland,2006,452,3937578,126.46000000000001,232000000000.0,58900.0
Ireland2007,Ireland,2007,458,4026707,121.77000000000001,270000000000.0,67000.0
Ireland2008,Ireland,2008,506,4094192,129.55999999999997,275000000000.0,67200.0
Ireland2009,Ireland,2009,527,4117667,132.63000000000002,236000000000.0,57400.0
Ireland2010,Ireland,2010,486,4264857,120.30000000000001,222000000000.0,52000.0
Ireland2011,Ireland,2011,554,4218849,138.57999999999998,239000000000.0,56700.0
Ireland2012,Ireland,2012,542,4220806,137.66,226000000000.0,53400.0
Ireland2013,Ireland,2013,487,4227378,117.40999999999998,239000000000.0,56600.0
Ireland2014,Ireland,2014,486,4328043,119.67999999999999,258000000000.0,59600.0
Israel1985,Israel,1985,234,3753500,112.02999999999999,27500000000.0,7325.0
Israel1986,Israel,1986,278,3813500,130.28000000000003,34100000000.0,8938.0
Israel1987,Israel,1987,271,3878100,133.61,40900000000.0,10558.0
Israel1988,Israel,1988,303,3947300,124.16,50100000000.0,12687.0
Israel1989,Israel,1989,353,4021100,170.31999999999996,49900000000.0,12405.0
Israel1990,Israel,1990,304,4156100,122.25999999999999,59000000000.0,14193.0
Israel1991,Israel,1991,359,4423200,139.34000000000003,67500000000.0,15267.0
Israel1992,Israel,1992,381,4588900,130.95,75600000000.0,16469.0
Israel1993,Israel,1993,371,4717000,137.23,76000000000.0,16102.0
Israel1994,Israel,1994,416,4844900,149.89,86300000000.0,17814.0
Israel1995,Israel,1995,360,4977700,127.42999999999998,100000000000.0,20200.0
Israel1996,Israel,1996,306,5103700,110.50999999999999,110000000000.0,21500.0
Israel1997,Israel,1997,379,5233500,126.57999999999998,115000000000.0,21900.0
Israel1998,Israel,1998,318,5360200,100.11000000000001,116000000000.0,21600.0
Israel1999,Israel,1999,368,5497047,102.58,117000000000.0,21300.0
Israel2000,Israel,2000,394,5643291,108.56000000000002,132000000000.0,23500.0
Israel2001,Israel,2001,398,5777467,108.23000000000002,131000000000.0,22600.0
Israel2002,Israel,2002,382,5895508,93.49000000000001,121000000000.0,20500.0
Israel2003,Israel,2003,417,6003127,97.17,127000000000.0,21100.0
Israel2004,Israel,2004,411,6109931,98.43999999999998,135000000000.0,22200.0
